|citation|section_title|text
290|151.101.14|  TAXABLE SERVICES|security services;
291|151.101.15|  TAXABLE SERVICES|(15)
292|151.101.15|  TAXABLE SERVICES|telephone answering services;
293|151.101.16|  TAXABLE SERVICES|(16)
294|151.101.16|  TAXABLE SERVICES|Internet access service;  and
295|151.101.17|  TAXABLE SERVICES|(17)
296|151.101.17|  TAXABLE SERVICES|a sale by a transmission and distribution utility, as defined in Section 31.002, Utilities Code, of transmission or delivery of service directly to an electricity end-use customer whose consumption of electricity is subject to taxation under this chapter.
297|151.101.b|  TAXABLE SERVICES|(b)
298|151.101.b|  TAXABLE SERVICES|The comptroller shall have exclusive jurisdiction to interpret Subsection
299|151.101.a|  TAXABLE SERVICES|(a)
300|151.101.a|  TAXABLE SERVICES|of this section.
301|151.102.a|  TELEPHONE ANSWERING SERVICES|Telephone answering services means the receiving and relaying of telephone messages by a human operator.  The term does not include the automated receiving and relaying of telephone messages included within the definition of telecommunications services under Section 151.0103.
302|151.103.a|  TELECOMMUNICATIONS SERVICES|
303|151.103.a|  TELECOMMUNICATIONS SERVICES|(a)
304|151.103.a|  TELECOMMUNICATIONS SERVICES|For the purposes of this title only, telecommunications services means the electronic or electrical transmission, conveyance, routing, or reception of sounds, signals, data, or information utilizing wires, cable, radio waves, microwaves, satellites, fiber optics, or any other method now in existence or that may be devised, including but not limited to long-distance telephone service.  The term does not include:
305|151.103.1|  TELECOMMUNICATIONS SERVICES|(1)
306|151.103.1|  TELECOMMUNICATIONS SERVICES|the storage of data or information for subsequent retrieval or the processing, or reception and processing, of data or information intended to change its form or content;
307|151.103.2|  TELECOMMUNICATIONS SERVICES|(2)
308|151.103.2|  TELECOMMUNICATIONS SERVICES|the sale or use of a telephone prepaid calling card;
309|151.103.3|  TELECOMMUNICATIONS SERVICES|(3)
310|151.103.3|  TELECOMMUNICATIONS SERVICES|Internet access service; or
311|151.103.4|  TELECOMMUNICATIONS SERVICES|(4)
312|151.103.4|  TELECOMMUNICATIONS SERVICES|a pay telephone coin sent-paid telephone call.
313|151.103.b|  TELECOMMUNICATIONS SERVICES|(b)
314|151.103.b|  TELECOMMUNICATIONS SERVICES|The exemption provided by Subsection (a)
315|151.103.4|  TELECOMMUNICATIONS SERVICES|(4)
316|151.103.4|  TELECOMMUNICATIONS SERVICES|applies only to the portion of the sales price of the telecommunications service that is paid by coin.
317|151.1032.4|  TELEPHONE PREPAID CALLING CARD|Telephone prepaid calling card means a card or other item, including an access code, that represents the right to make one or more telephone calls for which payment is made in incremental amounts and before the call is initiated.  The term telephone prepaid calling card does not include a card sold by mechanical means for consideration of one dollar or less.
318|151.104.4|  TELEPHONE COMPANY|For the purposes of this chapter, telephone company means a person that owns or operates a telephone line or telephone in this state and charges for its use.
319|151.11.4|  USE AND STORAGE|
320|151.11.a|  USE AND STORAGE|(a)
321|151.11.a|  USE AND STORAGE|Except as provided by Subsection
322|151.11.c|  USE AND STORAGE|(c)
323|151.11.c|  USE AND STORAGE|of this section, use means the exercise of a right or power incidental to the ownership of tangible personal property over tangible personal property, including tangible personal property other than printed material that has been processed, fabricated, or manufactured into other property or attached to or incorporated into other property transported into this state, and, except as provided by Section 151.056
324|151.11.b|  USE AND STORAGE|(b)
325|151.11.b|  USE AND STORAGE|of this code, includes the incorporation of tangible personal property into real estate or into improvements of real estate whether or not the real estate is subsequently sold.
326|151.11.b|  USE AND STORAGE|(b)
327|151.11.b|  USE AND STORAGE|With respect to a taxable service, use means the derivation in this state of direct or indirect benefit from the service.
328|151.11.c|  USE AND STORAGE|(c)
329|151.11.c|  USE AND STORAGE|Use does not include the sale of tangible personal property or a taxable service in the regular course of business, the transfer of a taxable service as an integral part of the transfer of tangible personal property in the regular course of business, or the transfer of tangible personal property as an integral part of the transfer of a taxable service in the regular course of business.
330|151.11.d|  USE AND STORAGE|(d)
331|151.11.d|  USE AND STORAGE|Except as provided by Subsection
332|151.11.e|  USE AND STORAGE|(e)
333|151.11.e|  USE AND STORAGE|of this section, storage means the keeping or retaining for any purpose in this state of tangible personal property sold by a retailer.
334|151.11.e|  USE AND STORAGE|(e)
335|151.11.e|  USE AND STORAGE|Storage does not include the keeping or retaining of tangible personal property for sale in the regular course of business.
336|151.11.f|  USE AND STORAGE|(f)
337|151.11.f|  USE AND STORAGE|Neither use nor storage includes the exercise of a right or power over or the keeping or retaining of tangible personal property for the purpose of:
338|151.11.1|  USE AND STORAGE|(1)
339|151.11.1|  USE AND STORAGE|transporting the property outside the state for use solely outside the state;  or
340|151.11.2|  USE AND STORAGE|(2)
341|151.11.2|  USE AND STORAGE|processing, fabricating, or manufacturing the property into other property or attaching the property to or incorporating the property into other property to be transported outside the state for use solely outside the state.
342|151.12.2|  EFFECTIVE DATE OF TAX RATE CHANGES|
343|151.12.a|  EFFECTIVE DATE OF TAX RATE CHANGES|(a)
344|151.12.a|  EFFECTIVE DATE OF TAX RATE CHANGES|A change in the rate of the tax imposed under Sections 151.051 and 151.101 must take effect on the first day of a calendar quarter.
345|151.12.b|  EFFECTIVE DATE OF TAX RATE CHANGES|(b)
346|151.12.b|  EFFECTIVE DATE OF TAX RATE CHANGES|If the performance of a taxable service begins before the effective date of a change in the tax rate and the performance will not be completed until after that effective date, the change in the tax rate applies to the first billing period for the service performed on or after that effective date.
347|151.21.b|  EMPLOYEES|The comptroller may employ accountants, auditors, investigators, assistants, and clerks for the administration of this chapter and may delegate to employees the authority to conduct hearings, prescribe rules, and perform other duties required by this chapter.
348|151.22.b|  RETROACTIVE EFFECT OF RULES|The comptroller may prescribe the extent to which a rule or ruling shall be applied without retroactive effect.
349|151.23.b|  INVESTIGATIONS AND AUDITS|
350|151.23.a|  INVESTIGATIONS AND AUDITS|(a)
351|151.23.a|  INVESTIGATIONS AND AUDITS|The comptroller, or another person authorized by the comptroller in writing, may examine, copy, and photograph the books, records, papers, and equipment of a person who sells taxable items or of a person liable for the use tax and may investigate the character of the business of the person to verify the accuracy of the person's report or to determine the amount of tax that may be required to be paid if no report has been filed.
352|151.23.b|  INVESTIGATIONS AND AUDITS|(b)
353|151.23.b|  INVESTIGATIONS AND AUDITS|For the purpose of determining the amount of tax collected and payable to the state, the amount of tax accruing and due, and whether a tax liability has been incurred under this chapter, the comptroller or a person authorized by the comptroller may:
354|151.23.1|  INVESTIGATIONS AND AUDITS|(1)
355|151.23.1|  INVESTIGATIONS AND AUDITS|inspect at any time during business hours any business premises where a taxable event has occurred and examine, copy, and photograph the books, returns, records, papers, and equipment relating to the conduct in question;  and
356|151.23.2|  INVESTIGATIONS AND AUDITS|(2)
357|151.23.2|  INVESTIGATIONS AND AUDITS|require by delivery of written notice to the taxpayer or to an employee, representative, or agent of the taxpayer that, not later than the 10th working day after the date the notice is delivered, the taxpayer produce to an agent or designated representative of the comptroller for inspection the books, records, papers, and returns relating to the taxable activity stated in the notice.
358|151.231.2|  MANAGED AUDITS|
359|151.231.a|  MANAGED AUDITS|(a)
360|151.231.a|  MANAGED AUDITS|In this section, managed audit means a review and analysis of invoices, checks, accounting records, or other documents or information to determine a taxpayer's liability for tax under this chapter.
361|151.231.b|  MANAGED AUDITS|(b)
362|151.231.b|  MANAGED AUDITS|A managed audit may be limited to certain categories of liability under this chapter, including tax on:
363|151.231.1|  MANAGED AUDITS|(1)
364|151.231.1|  MANAGED AUDITS|sales of one or more types of taxable items;
365|151.231.2|  MANAGED AUDITS|(2)
366|151.231.2|  MANAGED AUDITS|purchases of assets;
367|151.231.3|  MANAGED AUDITS|(3)
368|151.231.3|  MANAGED AUDITS|purchases of expense items;
369|151.231.4|  MANAGED AUDITS|(4)
370|151.231.4|  MANAGED AUDITS|purchases under a direct payment permit;  or
371|151.231.5|  MANAGED AUDITS|(5)
372|151.231.5|  MANAGED AUDITS|any other category specified in an agreement authorized by this section.
373|151.231.c|  MANAGED AUDITS|(c)
374|151.231.c|  MANAGED AUDITS|The comptroller may, in a written agreement, authorize a taxpayer to conduct a managed audit under this section.  The agreement must:
375|151.231.1|  MANAGED AUDITS|(1)
376|151.231.1|  MANAGED AUDITS|be signed by an authorized representative of the comptroller and the taxpayer;  and
377|151.231.2|  MANAGED AUDITS|(2)
378|151.231.2|  MANAGED AUDITS|specify the period to be audited and the procedure to be followed.
379|151.231.d|  MANAGED AUDITS|(d)
380|151.231.d|  MANAGED AUDITS|In determining whether to authorize a managed audit, the comptroller may consider, in addition to other factors the comptroller considers relevant:
381|151.231.1|  MANAGED AUDITS|(1)
382|151.231.1|  MANAGED AUDITS|the taxpayer's history of tax compliance;
383|151.231.2|  MANAGED AUDITS|(2)
